station_name,month,day_of_week,holiday,time_type,malfunction_cause,malfunction_cause_group,rain_bins,wind_bins,temp_bins,duration_30min_intervals
Utrecht Lunetten,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Utrecht Vaartsche Rijn,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Lelystad Centrum,November,Wednesday,nonholiday,off-peak,power failure,infrastructure,medium,low,chilly,b
Dronten,November,Wednesday,nonholiday,off-peak,power failure,infrastructure,medium,low,chilly,b
Eindhoven Centraal,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Geldrop,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Heeze,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Maarheeze,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Weert,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Delft,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Delft Campus,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Rotterdam Centraal,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Schiedam Centrum,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Boxmeer,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Blerick,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Venlo,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Vierlingsbeek,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Venray,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Groningen,November,Wednesday,nonholiday,off-peak,signal and level crossing failure,infrastructure,medium,low,chilly,f
Zuidhorn,November,Wednesday,nonholiday,off-peak,signal and level crossing failure,infrastructure,medium,low,chilly,f
Baarn,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Soestdijk,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Soest,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Eygelshoven Markt,November,Wednesday,nonholiday,peak,signal failure,infrastructure,medium,low,chilly,e
Herzogenrath,November,Wednesday,nonholiday,peak,signal failure,infrastructure,medium,low,chilly,e
Landgraaf,November,Wednesday,nonholiday,peak,signal failure,infrastructure,medium,low,chilly,e
Gouda,November,Wednesday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,a
Den Haag Centraal,November,Wednesday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,a
Voorburg,November,Wednesday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,a
Den Haag Ypenburg,November,Wednesday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,a
Zoetermeer,November,Wednesday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,a
Zoetermeer Oost,November,Wednesday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,a
Lansingerland-Zoetermeer,November,Wednesday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,a
Utrecht Centraal,November,Wednesday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,b
Utrecht Terwijde,November,Wednesday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,b
Vleuten,November,Wednesday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,b
Woerden,November,Wednesday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,b
Utrecht Leidsche Rijn,November,Wednesday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,b
Houten,November,Wednesday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,b
Utrecht Centraal,November,Wednesday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,b
Utrecht Lunetten,November,Wednesday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,b
Utrecht Vaartsche Rijn,November,Wednesday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,b
Amsterdam Amstel,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,g
Amsterdam Bijlmer ArenA,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,g
Amsterdam Centraal,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,g
Amsterdam Muiderpoort,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,g
Duivendrecht,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,g
Bunnik,November,Thursday,nonholiday,peak,disruption elsewhere,logistical,high,medium,chilly,f
Driebergen-Zeist,November,Thursday,nonholiday,peak,disruption elsewhere,logistical,high,medium,chilly,f
Maarn,November,Thursday,nonholiday,peak,disruption elsewhere,logistical,high,medium,chilly,f
Utrecht Centraal,November,Thursday,nonholiday,peak,disruption elsewhere,logistical,high,medium,chilly,f
Veenendaal Centrum,November,Thursday,nonholiday,peak,disruption elsewhere,logistical,high,medium,chilly,f
Veenendaal West,November,Thursday,nonholiday,peak,disruption elsewhere,logistical,high,medium,chilly,f
Utrecht Vaartsche Rijn,November,Thursday,nonholiday,peak,disruption elsewhere,logistical,high,medium,chilly,f
Culemborg,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,c
Geldermalsen,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,c
's-Hertogenbosch,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,c
Houten,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,c
Houten Castellum,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,c
Utrecht Centraal,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,c
Zaltbommel,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,c
Utrecht Lunetten,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,c
Utrecht Vaartsche Rijn,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,c
Amsterdam Centraal,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,f
Amsterdam Sloterdijk,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,f
Krommenie-Assendelft,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,f
Uitgeest,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,f
Wormerveer,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,f
Zaandam,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,f
Koog aan de Zaan,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,f
Zaandijk Zaanse Schans,November,Thursday,nonholiday,off-peak,disruption elsewhere,logistical,high,medium,chilly,f
Abcoude,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Arnhem Centraal,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Amsterdam Amstel,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Amsterdam Bijlmer ArenA,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Amsterdam Centraal,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Amsterdam Muiderpoort,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Amsterdam Holendrecht,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Breukelen,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Bunnik,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Driebergen-Zeist,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Duivendrecht,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Ede-Wageningen,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Veenendaal-De Klomp,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Maarssen,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Maarn,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Oosterbeek,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Utrecht Centraal,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Utrecht Zuilen,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Wolfheze,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Utrecht Vaartsche Rijn,November,Thursday,nonholiday,off-peak,person hit by a train,accidents,high,medium,chilly,e
Culemborg,November,Thursday,nonholiday,peak,broken down train,rolling stock,high,medium,chilly,b
Geldermalsen,November,Thursday,nonholiday,peak,broken down train,rolling stock,high,medium,chilly,b
Houten,November,Thursday,nonholiday,peak,broken down train,rolling stock,high,medium,chilly,b
Houten Castellum,November,Thursday,nonholiday,peak,broken down train,rolling stock,high,medium,chilly,b
Breda,November,Thursday,nonholiday,off-peak,broken down train,rolling stock,high,medium,chilly,a
Etten-Leur,November,Thursday,nonholiday,off-peak,broken down train,rolling stock,high,medium,chilly,a
Roosendaal,November,Thursday,nonholiday,off-peak,broken down train,rolling stock,high,medium,chilly,a
Nijmegen,November,Thursday,nonholiday,off-peak,broken down train,rolling stock,high,medium,chilly,a
Nijmegen Heyendaal,November,Thursday,nonholiday,off-peak,broken down train,rolling stock,high,medium,chilly,a
Almere Centrum,November,Thursday,nonholiday,peak,broken down train,rolling stock,high,medium,chilly,c
Almere Buiten,November,Thursday,nonholiday,peak,broken down train,rolling stock,high,medium,chilly,c
Almere Oostvaarders,November,Thursday,nonholiday,peak,broken down train,rolling stock,high,medium,chilly,c
Almere Parkwijk,November,Thursday,nonholiday,peak,broken down train,rolling stock,high,medium,chilly,c
Klarenbeek,November,Thursday,nonholiday,off-peak,signal failure,infrastructure,high,medium,chilly,e
Voorst-Empe,November,Thursday,nonholiday,off-peak,signal failure,infrastructure,high,medium,chilly,e
Zutphen,November,Thursday,nonholiday,off-peak,signal failure,infrastructure,high,medium,chilly,e
Driehuis,November,Thursday,nonholiday,off-peak,signal failure,infrastructure,high,medium,chilly,a
Santpoort Noord,November,Thursday,nonholiday,off-peak,signal failure,infrastructure,high,medium,chilly,a
Rotterdam Lombardijen,November,Friday,nonholiday,off-peak,repair works,engineering work,low,low,freezing,d
Rotterdam Stadion,November,Friday,nonholiday,off-peak,repair works,engineering work,low,low,freezing,d
Rotterdam Zuid,November,Friday,nonholiday,off-peak,repair works,engineering work,low,low,freezing,d
Amersfoort Centraal,November,Friday,nonholiday,peak,signal failure,infrastructure,low,low,freezing,e
Amersfoort Schothorst,November,Friday,nonholiday,peak,signal failure,infrastructure,low,low,freezing,e
Amersfoort Vathorst,November,Friday,nonholiday,peak,signal failure,infrastructure,low,low,freezing,e
Ermelo,November,Friday,nonholiday,peak,signal failure,infrastructure,low,low,freezing,e
Harderwijk,November,Friday,nonholiday,peak,signal failure,infrastructure,low,low,freezing,e
't Harde,November,Friday,nonholiday,peak,signal failure,infrastructure,low,low,freezing,e
Nijkerk,November,Friday,nonholiday,peak,signal failure,infrastructure,low,low,freezing,e
Nunspeet,November,Friday,nonholiday,peak,signal failure,infrastructure,low,low,freezing,e
Putten,November,Friday,nonholiday,peak,signal failure,infrastructure,low,low,freezing,e
Wezep,November,Friday,nonholiday,peak,signal failure,infrastructure,low,low,freezing,e
Zwolle,November,Friday,nonholiday,peak,signal failure,infrastructure,low,low,freezing,e
Alphen a/d Rijn,November,Friday,nonholiday,peak,damaged railway bridge,infrastructure,low,low,freezing,e
Leiden Lammenschans,November,Friday,nonholiday,peak,damaged railway bridge,infrastructure,low,low,freezing,e
Breukelen,November,Friday,nonholiday,off-peak,collision,accidents,low,low,freezing,a
Woerden,November,Friday,nonholiday,off-peak,collision,accidents,low,low,freezing,a
Alkmaar,November,Friday,nonholiday,off-peak,person hit by a train,accidents,low,low,freezing,h
Castricum,November,Friday,nonholiday,off-peak,person hit by a train,accidents,low,low,freezing,h
Heiloo,November,Friday,nonholiday,off-peak,person hit by a train,accidents,low,low,freezing,h
Uitgeest,November,Friday,nonholiday,off-peak,person hit by a train,accidents,low,low,freezing,h
Geleen Oost,November,Friday,nonholiday,off-peak,level crossing failure,infrastructure,low,low,freezing,d
Hoensbroek,November,Friday,nonholiday,off-peak,level crossing failure,infrastructure,low,low,freezing,d
Heerlen,November,Friday,nonholiday,off-peak,level crossing failure,infrastructure,low,low,freezing,d
Nuth,November,Friday,nonholiday,off-peak,level crossing failure,infrastructure,low,low,freezing,d
Spaubeek,November,Friday,nonholiday,off-peak,level crossing failure,infrastructure,low,low,freezing,d
Schinnen,November,Friday,nonholiday,off-peak,level crossing failure,infrastructure,low,low,freezing,d
Sittard,November,Friday,nonholiday,off-peak,level crossing failure,infrastructure,low,low,freezing,d
Kapelle-Biezelinge,November,Friday,nonholiday,off-peak,person on the railway track,external,low,low,freezing,a
Goes,November,Friday,nonholiday,off-peak,person on the railway track,external,low,low,freezing,a
Kruiningen-Yerseke,November,Friday,nonholiday,off-peak,person on the railway track,external,low,low,freezing,a
Alphen a/d Rijn,November,Friday,nonholiday,off-peak,broken down train,rolling stock,low,low,freezing,b
Boskoop,November,Friday,nonholiday,off-peak,broken down train,rolling stock,low,low,freezing,b
Essen (B),November,Friday,nonholiday,off-peak,broken down train,rolling stock,low,low,freezing,d
Roosendaal,November,Friday,nonholiday,off-peak,broken down train,rolling stock,low,low,freezing,d
Amsterdam Zuid,November,Friday,nonholiday,off-peak,stranded train,rolling stock,low,low,freezing,c
Hoofddorp,November,Friday,nonholiday,off-peak,stranded train,rolling stock,low,low,freezing,c
Schiphol Airport,November,Friday,nonholiday,off-peak,stranded train,rolling stock,low,low,freezing,c
Breda,November,Friday,nonholiday,peak,an emergency call,external,low,low,freezing,b
Gilze-Rijen,November,Friday,nonholiday,peak,an emergency call,external,low,low,freezing,b
Tilburg,November,Friday,nonholiday,peak,an emergency call,external,low,low,freezing,b
Tilburg Reeshof,November,Friday,nonholiday,peak,an emergency call,external,low,low,freezing,b
Tilburg Universiteit,November,Friday,nonholiday,peak,an emergency call,external,low,low,freezing,b
Alphen a/d Rijn,November,Friday,nonholiday,peak,damaged railway bridge,infrastructure,low,low,freezing,c
Leiden Lammenschans,November,Friday,nonholiday,peak,damaged railway bridge,infrastructure,low,low,freezing,c
Schiphol Airport,November,Friday,nonholiday,off-peak,person on the railway track,external,low,low,freezing,b
Aalten,November,Friday,nonholiday,off-peak,broken down train,rolling stock,low,low,freezing,a
Winterswijk,November,Friday,nonholiday,off-peak,broken down train,rolling stock,low,low,freezing,a
